Year,Event #,Trophy,Event,Heat,Place,Boat,Time,Cox,Rower1,Rower2,Rower3,Rower4,Rower5,Rower6,Rower7,Rower8
2022,38,,Mens Collegiate 2V Sharp Memorial Cup,,1,UC San Diego,06:28.5,,,,,,,,,,,
2022,38,,Mens Collegiate 2V Sharp Memorial Cup,,2,Marist,06:33.9,,,,,,,,,,,
2022,38,,Mens Collegiate 2V Sharp Memorial Cup,,3,Marietta,06:41.8,,"McWhite, J.",,,,,,,,,
2022,38,,Mens Collegiate 2V Sharp Memorial Cup,,4,Bates,06:43.3,,,,,,,,,,,
2022,38,,Mens Collegiate 2V Sharp Memorial Cup,,5,Colorado,,,,,,,,,,,,
2022,39,,Womens Collegiate Novice Laurel Korholz Perpetual Trophy,,1,Washington,07:14.4,,"Fehling, B.",,,,,,,,,
2022,39,,Womens Collegiate Novice Laurel Korholz Perpetual Trophy,,2,UCLA,07:21.8,,,,,,,,,,,
2022,39,,Womens Collegiate Novice Laurel Korholz Perpetual Trophy,,3,British Columbia,07:30.2,,,,,,,,,,,
2022,39,,Womens Collegiate Novice Laurel Korholz Perpetual Trophy,,4,San Diego,07:35.1,,,,,,,,,,,
2022,39,,Womens Collegiate Novice Laurel Korholz Perpetual Trophy,,5,Oklahoma,07:35.2,,,,,,,,,,,
2022,39,,Womens Collegiate Novice Laurel Korholz Perpetual Trophy,,6,Loyola Marymount,08:15.7,,,,,,,,,,,
2022,40,,Mens Collegiate Novice Derek Guelker Memorial Cup,,1,Orange Coast,06:50.3,,,,,,,,,,,
2022,40,,Mens Collegiate Novice Derek Guelker Memorial Cup,,2,Loyola Marymount,07:12.0,,,,,,,,,,,
2022,40,,Mens Collegiate Novice Derek Guelker Memorial Cup,,3,UC Santa Barbara,07:15.1,,,,,,,,,,,
2022,40,,Mens Collegiate Novice Derek Guelker Memorial Cup,,4,Long Beach St,07:20.0,,,,,,,,,,,
2022,40,,Mens Collegiate Novice Derek Guelker Memorial Cup,,5,SDSU - Men,07:26.3,,,,,,,,,,,
2022,41,,Mens Collegiate Novice Derek Guelker Memorial Cup,,1,UCLA,06:43.4,,,,,,,,,,,
2022,41,,Mens Collegiate Novice Derek Guelker Memorial Cup,,2,Southern California,06:48.7,,"Labounko, T.",,,,,,,,,
2022,41,,Mens Collegiate Novice Derek Guelker Memorial Cup,,3,U of Calgary RC,06:55.5,,,,,,,,,,,
2022,41,,Mens Collegiate Novice Derek Guelker Memorial Cup,,4,UC Davis,06:58.7,,"Mohamad Khani, A.",,,,,,,,,
2022,41,,Mens Collegiate Novice Derek Guelker Memorial Cup,,5,Colorado,07:36.2,,,,,,,,,,,
2022,43,,M/W/MX PR 8+,,1,Athletes Without LimitsCRI,07:27.8,,"Delsordo, A.",,,,,,,,,
2022,43,,M/W/MX PR 8+,,2,Freedom Rows/USRowing/Detroit BC/Atlanta/OKC Riversport,08:59.3,,"Campbell, R.",,,,,,,,,
2022,43,,M/W/MX PR 8+,,3,Freedom Rows/USRowing/San Diego RC/OKC Riversport,09:42.3,,"Cao, K.",,,,,,,,,
2022,44,,Mens Masters 8+ Club Champ,,1,Cambridge,06:11.7,,"Pierce, J.",,,,,,,,,
2022,44,,Mens Masters 8+ Club Champ,,2,San Diego,06:28.0,,"Kapicka, M.",,,,,,,,,
2022,44,,Mens Masters 8+ Club Champ,,3,Sammamish,06:30.9,,"Senenko, W.",,,,,,,,,
2022,44,,Mens Masters 8+ Club Champ,,4,Riverside,06:31.6,,,,,,,,,,,
2022,44,,Mens Masters 8+ Club Champ,,5,Crimson Death Barge,06:38.8,,"Caughey, T.",,,,,,,,,
