Year,Event #,Trophy,Event,Heat,Place,Boat,Time,Cox,Rower1,Rower2,Rower3,Rower4,Rower5,Rower6,Rower7,Rower8
1995,,,Women's Junior 8+,,1,Victoria City  RC ,07:05.4,Jen Taylor ,Sarah Stewart,Alex Scott,Catherine Stamp-Vincent,Sarah Stoffelsma,Megan Gilmour,Jessica Lucas,Laura Mendel,Meridith McGroarty
1995,,,Women's Junior 8+,,2,Capitol Crew,07:10.3,,,,,,,,,
1995,,,Women's Junior 8+,,3,St. Ignatius HS,07:11.5,,,,,,,,,
1995,,,Women's Junior 8+,,4,Green Lake RC,07:15.5,,,,,,,,,
1995,,,Women's Junior 8+,,5,Marin RA,07:17.1,,,,,,,,,
1995,,,Women's Junior 8+,,6,Berkeley HS,07:25.1,,,,,,,,,
1995,,,Women's Junior Junior Varsity 8+,,1,Capitol Crew ,07:10.7,Annie Kuklish,Christina Clinton,Katina Zannakis,Katie Fromm,Ericka Carlson,Alli Pratt,Alli Green,Tammy Taub,Mell Wilson
1995,,,Women's Junior Junior Varsity 8+,,2,Green Lake RC,07:18.0,,,,,,,,,
1995,,,Women's Junior Junior Varsity 8+,,3,St. Ignatius HS,07:24.8,,,,,,,,,
1995,,,Women's Junior Junior Varsity 8+,,4,Berkeley HS,07:34.7,,,,,,,,,
1995,,,Women's Junior Junior Varsity 8+,,5,Serra HS/Notre Dame HS,07:38.7,,,,,,,,,
1995,,,Women's Junior Junior Varsity 8+,,6,Marin RC,07:39.8,,,,,,,,,
1996,,,Men's Cal Cup Heat A,,1,Columbia,06:17.8,,,,,,,,,
1996,,,Men's Cal Cup Heat A,,2,Gonzaga,06:21.2,,,,,,,,,
1996,,,Men's Cal Cup Heat A,,3,SDSU,06:28.6,,,,,,,,,
1996,,,Men's Cal Cup Heat A,,4,Sac. State,06:28.7,,,,,,,,,
1996,,,Men's Cal Cup Heat A,,5,USD,06:29.3,,,,,,,,,
1996,,,Men's Cal Cup Heat A,,6,Rollins,06:31.5,,,,,,,,,
1996,,,Men's Cal Cup Heat B,,1,Washington State,06:24.3,,,,,,,,,
1996,,,Men's Cal Cup Heat B,,2,University California Irvine,06:32.0,,,,,,,,,
1996,,,Men's Cal Cup Heat B,,3,Pac Lutheran,06:43.3,,,,,,,,,
1996,,,Men's Cal Cup Heat B,,4,Santa Clara,06:43.8,,,,,,,,,
1996,,,Men's Cal Cup Heat B,,5,Cal Maritime,07:00.5,,,,,,,,,
1996,,,Women's Cal Cup Heat A,,1,Oregon State,07:02.6,,,,,,,,,
1996,,,Women's Cal Cup Heat A,,2,Gonzaga,07:16.5,,,,,,,,,
1996,,,Women's Cal Cup Heat A,,3,University California Los Angeles,07:23.5,,,,,,,,,
1996,,,Women's Cal Cup Heat A,,4,Oregon,07:24.6,,,,,,,,,
1996,,,Women's Cal Cup Heat A,,5,Texas,07:28.6,,,,,,,,,
1996,,,Women's Cal Cup Heat A,,6,Williams,07:30.1,,,,,,,,,
1996,,,Women's Cal Cup Heat A,,7,Humboldt,07:36.4,,,,,,,,,
1996,,,Women's Cal Cup Heat B,,1,West Washington,07:03.1,,,,,,,,,
1996,,,Women's Cal Cup Heat B,,2,San Diego State University,07:17.5,,,,,,,,,
1996,,,Women's Cal Cup Heat B,,3,University San Diego,07:26.2,,,,,,,,,
1996,,,Women's Cal Cup Heat B,,4,Mills,07:26.4,,,,,,,,,
1996,,,Women's Cal Cup Heat B,,5,University California Santa Barbara,07:26.6,,,,,,,,,
1996,,,Women's Cal Cup Heat B,,6,Santa Clara,07:45.8,,,,,,,,,
1996,,,Women's Cal Cup Heat B,,7,St. Mary’s,08:26.1,,,,,,,,,
1996,,,Women's Cal Cup Heat C,,1,University California Davis,07:15.8,,,,,,,,,
1996,,,Women's Cal Cup Heat C,,2,Rollins,07:16.3,,,,,,,,,
1996,,,Women's Cal Cup Heat C,,3,Wichita State,07:19.4,,,,,,,,,
1996,,,Women's Cal Cup Heat C,,4,Bucknell,07:21.8,,,,,,,,,
1996,,,Women's Cal Cup Heat C,,5,University Southern California,07:28.4,,,,,,,,,
1996,,,Women's Cal Cup Heat C,,6,Pac Lutheran,07:30.0,,,,,,,,,
1996,,,Women's Cal Cup Heat C,,7,Loyola,07:44.4,,,,,,,,,
1996,,,Whittier Cup Heat A,,1,Washington,06:44.0,,,,,,,,,
1996,,,Whittier Cup Heat A,,2,U Mass,06:50.0,,,,,,,,,
1996,,,Whittier Cup Heat A,,3,Stanford,06:59.2,,,,,,,,,
1996,,,Whittier Cup Heat A,,4,Georgetown,07:02.5,,,,,,,,,
1996,,,Whittier Cup Heat A,,5,Dartmouth,07:03.8,,,,,,,,,
1996,,,Whittier Cup Heat A,,6,Sac State,07:14.3,,,,,,,,,
1996,,,Whittier Cup Heat B,,1,Washington State,06:52.4,,,,,,,,,
1996,,,Whittier Cup Heat B,,2,Wisconsin,06:54.4,,,,,,,,,
1996,,,Whittier Cup Heat B,,3,Northeastern,06:58.2,,,,,,,,,
1996,,,Whittier Cup Heat B,,4,Temple,07:03.6,,,,,,,,,
1996,,,Whittier Cup Heat B,,5,UC Berkeley,07:09.7,,,,,,,,,
1996,,,Whittier Cup Heat B,,6,Syracuse,07:11.7,,,,,,,,,
1996,,,Copley Cup Heat A,,1,Harvard,05:55.6,,,,,,,,,
1996,,,Copley Cup Heat A,,2,UC Berkeley,05:58.3,,,,,,,,,
1996,,,Copley Cup Heat A,,3,Wisconsin,06:01.1,,,,,,,,,
1996,,,Copley Cup Heat A,,4,Oregon State,06:03.8,,,,,,,,,
1996,,,Copley Cup Heat A,,5,Georgetown,06:08.4,,,,,,,,,
1996,,,Copley Cup Heat A,,6,UC Davis,06:17.1,,,,,,,,,
1996,,,Copley Cup Heat B,,1,Washington,05:55.7,,,,,,,,,
1996,,,Copley Cup Heat B,,2,Penn,06:00.4,,,,,,,,,
1996,,,Copley Cup Heat B,,3,Temple,06:04.9,,,,,,,,,
1996,,,Copley Cup Heat B,,4,Stanford,06:07.3,,,,,,,,,
1996,,,Copley Cup Heat B,,5,Syracuse,06:12.4,,,,,,,,,
1996,,,Copley Cup Heat B,,6,Wichita State,06:19.3,,,,,,,,,
1996,,,Men's Col. Lt. Prelim,,1,Harvard,06:27.6,,,,,,,,,
1996,,,Men's Col. Lt. Prelim,,2,UC Davis,06:37.7,,,,,,,,,
1996,,,Men's Col. Lt. Prelim,,3,UC Berkeley,06:46.0,,,,,,,,,
1996,,,Men's Col. Lt. Prelim,,4,Texas,06:48.4,,,,,,,,,
1996,,,Men's Col. Lt. Prelim,,5,Pac. Lutheran,06:58.5,,,,,,,,,
1996,,,Men's Col. Lt. Prelim,,6,St. Mary’s,07:11.3,,,,,,,,,
1996,,,Women's Col. Lt. Heat A,,1,Radcliffe,08:16.6,,,,,,,,,
1996,,,Women's Col. Lt. Heat A,,2,Villanova,08:31.6,,,,,,,,,
1996,,,Women's Col. Lt. Heat A,,3,Humboldt,08:43.4,,,,,,,,,
1996,,,Women's Col. Lt. Heat A,,4,UC Irvine,08:54.9,,,,,,,,,
1996,,,Women's Col. Lt. Heat A,,5,San Diego State University,09:00.1,,,,,,,,,
1996,,,Women's Col. Lt. Heat B,,1,West Washington,08:22.5,,,,,,,,,
1996,,,Women's Col. Lt. Heat B,,2,Wisconsin,08:26.0,,,,,,,,,
1996,,,Women's Col. Lt. Heat B,,3,UCSD,08:26.7,,,,,,,,,
1996,,,Women's Col. Lt. Heat B,,4,St. Mary’s,08:26.9,,,,,,,,,
1996,,,Women's Col. Lt. Heat B,,5,Texas,08:39.3,,,,,,,,,
1996,,,Women's Col. Lt. Heat B,,6,Pac Lutheran,08:44.4,,,,,,,,,
1996,,,Men's Col. Nov. A Heat A,,1,Washington,06:21.1,,,,,,,,,
1996,,,Men's Col. Nov. A Heat A,,2,UC Davis,06:34.9,,,,,,,,,
1996,,,Men's Col. Nov. A Heat A,,3,UCSB,06:39.7,,,,,,,,,
1996,,,Men's Col. Nov. A Heat A,,4,NY Maritime,06:53.4,,,,,,,,,
1996,,,Men's Col. Nov. A Heat A,,5,Cal Poly,07:00.6,,,,,,,,,
1996,,,Men's Col. Nov. A Heat A,,6,Santa Clara,07:12.9,,,,,,,,,
1996,,,Men's Col. Nov. A Heat A,,7,SDSU A,07:32.0,,,,,,,,,
1996,,,Men's Col. Nov. A Heat B,,1,Orange Coast,06:25.3,,,,,,,,,
1996,,,Men's Col. Nov. A Heat B,,2,Washington State,06:33.3,,,,,,,,,
1996,,,Men's Col. Nov. A Heat B,,3,Stanford,06:36.9,,,,,,,,,
1996,,,Men's Col. Nov. A Heat B,,4,Humboldt,06:38.3,,,,,,,,,
1996,,,Men's Col. Nov. A Heat B,,5,UC Irvine,06:47.1,,,,,,,,,
1996,,,Men's Col. Nov. A Heat B,,6,LB State,06:53.7,,,,,,,,,
1996,,,Men's Col. Nov. A Heat B,,7,USD,06:57.0,,,,,,,,,
1996,,,Men's Col. Nov. A Heat C,,1,UC Berkeley,06:14.5,,,,,,,,,
1996,,,Men's Col. Nov. A Heat C,,2,West. Washington,06:29.8,,,,,,,,,
1996,,,Men's Col. Nov. A Heat C,,3,UCSD,06:45.6,,,,,,,,,
1996,,,Men's Col. Nov. A Heat C,,4,SDSU B,06:46.7,,,,,,,,,
1996,,,Men's Col. Nov. A Heat C,,5,Texas,07:04.4,,,,,,,,,
1996,,,Men's Col. Nov. A Heat C,,6,Loyola,07:27.9,,,,,,,,,
1996,,,Women's Col. Nov. A Heat A,,1,Stanford,07:26.0,,,,,,,,,
1996,,,Women's Col. Nov. A Heat A,,2,West. Washington,07:37.0,,,,,,,,,
1996,,,Women's Col. Nov. A Heat A,,3,Oregon,07:43.7,,,,,,,,,
1996,,,Women's Col. Nov. A Heat A,,4,SDSU,07:44.2,,,,,,,,,
1996,,,Women's Col. Nov. A Heat A,,5,Texas,07:59.0,,,,,,,,,
1996,,,Women's Col. Nov. A Heat A,,6,Mills,08:13.4,,,,,,,,,
1996,,,Women's Col. Nov. A Heat B,,1,Washington State,07:27.4,,,,,,,,,
1996,,,Women's Col. Nov. A Heat B,,2,UCSB,07:48.6,,,,,,,,,
1996,,,Women's Col. Nov. A Heat B,,3,USC,07:52.0,,,,,,,,,
1996,,,Women's Col. Nov. A Heat B,,4,Sac State,08:03.0,,,,,,,,,
1996,,,Women's Col. Nov. A Heat B,,5,Loyola,08:21.2,,,,,,,,,
1996,,,Women's Col. Nov. A Heat B,,6,St. Mary’s,08:41.2,,,,,,,,,
1996,,,Women's Col. Nov. A. Heat C,,1,Washington,07:22.1,,,,,,,,,
1996,,,Women's Col. Nov. A. Heat C,,2,Orange Coast,07:49.2,,,,,,,,,
1996,,,Women's Col. Nov. A. Heat C,,3,UCSD,08:00.8,,,,,,,,,
1996,,,Women's Col. Nov. A. Heat C,,4,USD,08:11.7,,,,,,,,,
1996,,,Women's Col. Nov. A. Heat C,,5,Cal Poly,08:12.7,,,,,,,,,
1996,,,Women's Col. Nov. A. Heat C,,6,Santa Clara,08:47.4,,,,,,,,,
1996,,,Women's Col. Nov. A Heat D,,1,UC Berkeley,07:28.5,,,,,,,,,
1996,,,Women's Col. Nov. A Heat D,,2,UC Davis,07:57.6,,,,,,,,,
1996,,,Women's Col. Nov. A Heat D,,3,UCLA,08:16.0,,,,,,,,,
1996,,,Women's Col. Nov. A Heat D,,4,UC Irvine,08:25.6,,,,,,,,,
1996,,,Women's Col. Nov. A Heat D,,5,LB State,08:33.1,,,,,,,,,
1996,,,Women's JV Heat A,,1,Washington,07:30.0,,,,,,,,,
1996,,,Women's JV Heat A,,2,Northeastern,07:41.8,,,,,,,,,
1996,,,Women's JV Heat A,,3,Dartmouth,07:46.7,,,,,,,,,
1996,,,Women's JV Heat A,,4,Stanford,07:48.7,,,,,,,,,
1996,,,Women's JV Heat A,,5,UC Davis,07:59.7,,,,,,,,,
1996,,,Women's JV Heat B,,1,Washington State,07:24.6,,,,,,,,,
1996,,,Women's JV Heat B,,2,Wisconsin,07:29.4,,,,,,,,,
1996,,,Women's JV Heat B,,3,Orange Cst,07:46.8,,,,,,,,,
1996,,,Women's JV Heat B,,4,UC Berkeley,07:59.1,,,,,,,,,
1996,,,Men's Jv Heat A ,,1,UC Berkeley A,06:27.2,,,,,,,,,
1996,,,Men's Jv Heat A ,,2,Orange Cst,06:29.8,,,,,,,,,
1996,,,Men's Jv Heat A ,,3,Harvard,06:42.3,,,,,,,,,
1996,,,Men's Jv Heat A ,,4,UC Davis,06:49.5,,,,,,,,,
1996,,,Men's Jv Heat A ,,5,Stanford,07:01.3,,,,,,,,,
1996,,,Men's JV Heat B,,1,Washington,06:24.3,,,,,,,,,
1996,,,Men's JV Heat B,,2,Syracuse,06:29.1,,,,,,,,,
1996,,,Men's JV Heat B,,3,Penn,06:40.7,,,,,,,,,
1996,,,Men's JV Heat B,,4,UC Irvine,07:07.1,,,,,,,,,
1996,,,Men's Juniors Heat A,,1,Brentwood,06:36.0,,,,,,,,,
1996,,,Men's Juniors Heat A,,2,Marin,06:38.7,,,,,,,,,
1996,,,Men's Juniors Heat A,,3,Oregon Rowing,06:41.1,,,,,,,,,
1996,,,Men's Juniors Heat A,,4,St. Ignatius,06:44.9,,,,,,,,,
1996,,,Men's Juniors Heat A,,5,Serra/ND,07:12.1,,,,,,,,,
1996,,,Men's Juniors Heat A,,6,SDRC A,07:12.9,,,,,,,,,
1996,,,Men's Juniors Heat B,,1,Capital,06:50.4,,,,,,,,,
1996,,,Men's Juniors Heat B,,2,Shawnigan,07:03.9,,,,,,,,,
1996,,,Men's Juniors Heat B,,3,LBRA,07:14.7,,,,,,,,,
1996,,,Men's Juniors Heat B,,4,Osnabruck,07:15.7,,,,,,,,,
1996,,,Men's Juniors Heat B,,5,Victoria City,07:16.5,,,,,,,,,
1996,,,Men's Juniors Heat B,,6,Pacific RC,07:17.4,,,,,,,,,
1996,,,Men's Juniors Heat B,,7,SDRC B,07:25.8,,,,,,,,,
1996,,,Men's Juniors Heat C,,1,Sarasota,06:38.5,,,,,,,,,
1996,,,Men's Juniors Heat C,,2,Green Lake A,06:47.0,,,,,,,,,
1996,,,Men's Juniors Heat C,,3,Oak Strokes,06:51.8,,,,,,,,,
1996,,,Men's Juniors Heat C,,4,Berkeley HS,06:54.1,,,,,,,,,
1996,,,Men's Juniors Heat C,,5,Newport AC,07:12.0,,,,,,,,,
1996,,,Women's Juniors Heat A,,1,Victoria City,07:47.8,,,,,,,,,
1996,,,Women's Juniors Heat A,,2,Brentwood,07:52.6,,,,,,,,,
1996,,,Women's Juniors Heat A,,3,Newport AC,07:55.6,,,,,,,,,
1996,,,Women's Juniors Heat A,,4,LBRA,07:56.9,,,,,,,,,
1996,,,Women's Juniors Heat A,,5,SDRC,08:07.1,,,,,,,,,
1996,,,Women's Juniors Heat A,,6,Shawnigan,08:09.0,,,,,,,,,
1996,,,Women's Juniors Heat A,,7,Pacific RC,08:21.6,,,,,,,,,
1996,,,Women's Juniors Heat B,,1,St. Ignatius,07:29.9,,,,,,,,,
1996,,,Women's Juniors Heat B,,2,Green Lake,07:34.8,,,,,,,,,
1996,,,Women's Juniors Heat B,,3,Berkeley HS,07:35.3,,,,,,,,,
1996,,,Women's Juniors Heat B,,4,Marin RA,07:39.4,,,,,,,,,
1996,,,Women's Juniors Heat B,,5,Oregon,07:42.3,,,,,,,,,
1996,,,Women's Juniors Heat B,,6,Sag/St. Anth,07:55.4,,,,,,,,,
1996,,,Women's Juniors Heat B,,7,Serra/ND,08:13.3,,,,,,,,,
1996,,,Women's Juniors Heat C,,1,Capitol,07:33.2,,,,,,,,,
1996,,,Women's Juniors Heat C,,2,Sarasota,07:35.7,,,,,,,,,
1996,,,Women's Juniors Heat C,,3,ZLAC,07:42.9,,,,,,,,,
1996,,,Women's Juniors Heat C,,4,Oak Strokes,07:59.8,,,,,,,,,
1996,,,Women's Juniors Heat C,,5,Osnabruck,08:10.8,,,,,,,,,
1996,,,Men's Col. Nov. B Prelim.,,1,Orange Coast,06:53.8,,,,,,,,,
1996,,,Men's Col. Nov. B Prelim.,,2,Cal Poly,07:10.9,,,,,,,,,
1996,,,Men's Col. Nov. B Prelim.,,3,UCSB,07:25.9,,,,,,,,,
1996,,,Men's Col. Nov. B Prelim.,,4,UC Davis,07:26.9,,,,,,,,,
1996,,,Men's Col. Nov. B Prelim.,,5,UC Berkeley,07:30.2,,,,,,,,,
1996,,,Women's Col. Nov. B Prelim.,,1,Stanford,08:16.6,,,,,,,,,
1996,,,Women's Col. Nov. B Prelim.,,2,UCSB,08:24.8,,,,,,,,,
1996,,,Women's Col. Nov. B Prelim.,,3,UCSD,08:36.5,,,,,,,,,
1996,,,Women's Col. Nov. B Prelim.,,4,Sac State,08:37.9,,,,,,,,,
1996,,,Women's Col. Nov. B Prelim.,,5,UC Davis,08:58.8,,,,,,,,,
1996,,,Men's Open A,,1,SDRC/LBRA,06:29.5,,,,,,,,,
1996,,,Men's Open A,,2,UCLA,06:42.6,,,,,,,,,
1996,,,Men's Open A,,3,Orange Cst,06:45.0,,,,,,,,,
1996,,,Men's Open A,,4,River City,06:45.3,,,,,,,,,
1996,,,Men's Open A,,5,Stanford RC,06:57.4,,,,,,,,,
1996,,,Men's Open A,,6,Davis RC,07:03.6,,,,,,,,,
1996,,,Men's Open A,,7,USC,07:50.0,,,,,,,,,
1996,,,Men's Open B ,,1,Jedi Knights,06:44.0,,,,,,,,,
1996,,,Men's Open B ,,2,Newport AC,06:46.9,,,,,,,,,
1996,,,Men's Open B ,,3,University Br. Columbia,06:50.4,,,,,,,,,
1996,,,Men's Open B ,,4,SBRC,07:06.1,,,,,,,,,
1996,,,Men's Open B ,,5,UCSD,07:10.8,,,,,,,,,
1996,,,Men's Open B ,,6,Loyola,07:15.0,,,,,,,,,
1996,,,Men's Open B ,,7,UC Berkeley,07:34.7,,,,,,,,,
1996,,,Men's Jr JV Heat A,,1,Marin,07:03.5,,,,,,,,,
1996,,,Men's Jr JV Heat A,,2,Capitol,07:08.0,,,,,,,,,
1996,,,Men's Jr JV Heat A,,3,Berkeley HS,07:10.2,,,,,,,,,
1996,,,Men's Jr JV Heat A,,4,Oak Strokes,07:10.9,,,,,,,,,
1996,,,Men's Jr JV Heat A,,5,Green Lake B,07:11.5,,,,,,,,,
1996,,,Men's Jr JV Heat A,,6,Serra/ND,08:11.0,,,,,,,,,
1996,,,Men's Jr JV Heat B,,1,Green Lake,07:38.7,,,,,,,,,
1996,,,Men's Jr JV Heat B,,2,St. Ignatius,07:39.9,,,,,,,,,
1996,,,Men's Jr JV Heat B,,3,Brentwood,07:44.1,,,,,,,,,
1996,,,Men's Jr JV Heat B,,4,Newport AC,07:55.7,,,,,,,,,
1996,,,Men's Jr JV Heat B,,5,Shawnigan,08:01.4,,,,,,,,,
1996,,,Men's Jr JV Heat B,,6,SDRC,08:14.9,,,,,,,,,
1996,,,Women's Jr JV Heat B,,1,St. Ignatius,08:02.4,,,,,,,,,
1996,,,Women's Jr JV Heat B,,2,Oak Strokes,08:05.2,,,,,,,,,
1996,,,Women's Jr JV Heat B,,3,Green Lake,08:10.4,,,,,,,,,
1996,,,Women's Jr JV Heat B,,4,ZLAC,08:23.1,,,,,,,,,
1996,,,Women's Jr JV Heat B,,5,Marin,08:24.3,,,,,,,,,
1996,,,Women's Jr JV Heat B,,6,SDRC,08:34.2,,,,,,,,,
1996,,,Women's Jr JV Heat B,,7,Berkeley HS,08:51.7,,,,,,,,,
1996,,,Women's Jr JV Heat C,,1,Victoria City,07:57.5,,,,,,,,,
1996,,,Women's Jr JV Heat C,,2,Capitol,08:08.1,,,,,,,,,
1996,,,Women's Jr JV Heat C,,3,LBRA,08:19.5,,,,,,,,,
1996,,,Women's Jr JV Heat C,,4,Serra/ND,08:23.0,,,,,,,,,
1996,,,Women's Jr JV Heat C,,5,Newport AC,08:27.1,,,,,,,,,
1996,,,Women's Jr JV Heat C,,6,Pacific RC,08:30.4,,,,,,,,,
1996,,,Women's Master C Final,,1,Marin RA,08:07.8,,,,,,,,,
1996,,,Women's Master C Final,,2,SDRC,08:16.0,,,,,,,,,
1996,,,Women's Master C Final,,3,Martha’s Mom A,08:27.1,,,,,,,,,
1996,,,Women's Master C Final,,4,Conibear RC,08:28.7,,,,,,,,,
1996,,,Women's Master C Final,,5,ZLAC,08:43.1,,,,,,,,,
1996,,,Men's Master B Final,,1,Palm Beach RC,06:37.8,,,,,,,,,
1996,,,Men's Master B Final,,2,Cincinnati RC,06:38.6,,,,,,,,,
1996,,,Men's Master B Final,,3,Stanford RC A,06:59.7,,,,,,,,,
1996,,,Men's Master B Final,,4,Stanford RC B,07:08.0,,,,,,,,,
1996,,,Men's Master B Final,,5,Corvallis RC,07:12.1,,,,,,,,,
1996,,,Men's Master B Final,,6,LBRA,07:35.6,,,,,,,,,
1996,,,Women's Cal Cup Petite,,1,UCLA,07:36.9,,,,,,,,,
1996,,,Women's Cal Cup Petite,,2,Bucknell,07:38.3,,,,,,,,,
1996,,,Women's Cal Cup Petite,,3,USD,07:40.0,,,,,,,,,
1996,,,Women's Cal Cup Petite,,4,Witchita State,07:42.7,,,,,,,,,
1996,,,Women's Cal Cup Petite,,5,Mills,07:46.2,,,,,,,,,
1996,,,Women's Cal Cup Petite,,6,Oregon,07:54.2,,,,,,,,,
1996,,,Women's Cal Cup 3 Final,,1,Texas,07:44.9,,,,,,,,,
1996,,,Women's Cal Cup 3 Final,,2,Williams,07:47.3,,,,,,,,,
1996,,,Women's Cal Cup 3 Final,,3,Pac. Lutheran,07:49.2,,,,,,,,,
1996,,,Women's Cal Cup 3 Final,,4,USC,07:57.6,,,,,,,,,
1996,,,Women's Cal Cup 3 Final,,5,UCSB,07:58.8,,,,,,,,,
1996,,,Women's Cal Cup 3 Final,,6,Santa Clara,08:04.3,,,,,,,,,
1996,,,Whittier Cup Petite,,1,Temple,07:18.0,,,,,,,,,
1996,,,Whittier Cup Petite,,2,Georgetown,07:19.6,,,,,,,,,
1996,,,Whittier Cup Petite,,3,Dartmouth,07:20.3,,,,,,,,,
1996,,,Whittier Cup Petite,,4,UC Berkeley,07:25.7,,,,,,,,,
1996,,,Whittier Cup Petite,,5,Syracuse,07:31.9,,,,,,,,,
1996,,,Whittier Cup Petite,,6,Sac. State,07:33.9,,,,,,,,,
1996,,,Copley Cup Petite,,1,Oregon,06:19.2,,,,,,,,,
1996,,,Copley Cup Petite,,2,Georgetown,06:23.0,,,,,,,,,
1996,,,Copley Cup Petite,,3,Dartmouth,06:23.4,,,,,,,,,
1996,,,Copley Cup Petite,,4,UC Berkeley,06:32.2,,,,,,,,,
1996,,,Copley Cup Petite,,5,Syracuse,06:32.3,,,,,,,,,
1996,,,Copley Cup Petite,,6,Sac. State,06:40.2,,,,,,,,,
1996,,,Men's Col. Nov. A Petite,,1,UCSB,06:48.2,,,,,,,,,
1996,,,Men's Col. Nov. A Petite,,2,Humboldt,06:49.9,,,,,,,,,
1996,,,Men's Col. Nov. A Petite,,3,Stanford,06:51.2,,,,,,,,,
1996,,,Men's Col. Nov. A Petite,,4,SDSU B,07:01.3,,,,,,,,,
1996,,,Men's Col. Nov. A Petite,,5,UCSD,07:04.3,,,,,,,,,
1996,,,Men's Col. Nov. A Petite,,6,NY Maritime,07:10.5,,,,,,,,,
1996,,,Men's Col. Nov. A 3 Final,,1,LBSU,06:55.0,,,,,,,,,
1996,,,Men's Col. Nov. A 3 Final,,2,UC Irvine,06:56.4,,,,,,,,,
1996,,,Men's Col. Nov. A 3 Final,,3,Cal Poly,07:03.1,,,,,,,,,
1996,,,Men's Col. Nov. A 3 Final,,4,Texas,07:13.0,,,,,,,,,
1996,,,Men's Col. Nov. A 3 Final,,5,Loyola,07:24.8,,,,,,,,,
1996,,,Men's Col. Nov. A 3 Final,,6,Santa Clara,07:25.4,,,,,,,,,
1996,,,Women's Col. Nov. A Petite,,1,Oregon,07:49.6,,,,,,,,,
1996,,,Women's Col. Nov. A Petite,,2,UCSD,07:57.9,,,,,,,,,
1996,,,Women's Col. Nov. A Petite,,3,USC,07:58.3,,,,,,,,,
1996,,,Women's Col. Nov. A Petite,,4,UCLA,08:06.7,,,,,,,,,
1996,,,Women's Col. Nov. A Petite,,5,SDSU,08:07.2,,,,,,,,,
1996,,,Women's Col. Nov. A Petite,,6,Sac. State,08:10.4,,,,,,,,,
1996,,,Women's Col. Nov. A Petite,,7,USD,08:14.6,,,,,,,,,
1996,,,Women's Col. Nov. A Petite,,8,UC Irvine,08:22.0,,,,,,,,,
1996,,,Women's Col Nov. A Petite,,1,Texas,08:04.2,,,,,,,,,
1996,,,Women's Col Nov. A Petite,,2,Cal Poly,08:08.0,,,,,,,,,
1996,,,Women's Col Nov. A Petite,,3,Mills,08:10.0,,,,,,,,,
1996,,,Women's Col Nov. A Petite,,4,Loyola,08:19.5,,,,,,,,,
1996,,,Women's Col Nov. A Petite,,5,LBSU,08:31.4,,,,,,,,,
1996,,,Women's Col Nov. A Petite,,6,Santa Clara,08:45.1,,,,,,,,,
1996,,,Women's Master A Final,,1,Rainier RC,07:19.5,,,,,,,,,
1996,,,Women's Master A Final,,2,Marin RA,07:30.6,,,,,,,,,
1996,,,Women's Master A Final,,3,Cal RC,07:41.6,,,,,,,,,
1996,,,Women's Master A Final,,4,Stanford  RC,08:04.0,,,,,,,,,
1996,,,Women's Master A Final,,5,Newport AC,08:20.3,,,,,,,,,
1996,,,Men's Master D Final,,1,Occoquan,06:46.9,,,,,,,,,
1996,,,Men's Master D Final,,2,Pocock/Lk. Wash.,06:51.9,,,,,,,,,
1996,,,Men's Master D Final,,3,Los Angeles RC,06:58.5,,,,,,,,,
1996,,,Men's Master D Final,,4,SDRC,07:14.8,,,,,,,,,
1996,,,Men's Master D Final,,5,Lake Merritt,07:46.7,,,,,,,,,
1996,,,Men's Jr Petite,,1,St. Ignatius,06:28.9,,,,,,,,,
1996,,,Men's Jr Petite,,2,Oregon Rowing,06:33.4,,,,,,,,,
1996,,,Men's Jr Petite,,3,Berkeley HS,06:38.5,,,,,,,,,
1996,,,Men's Jr Petite,,4,Oak Strokes,06:40.6,,,,,,,,,
1996,,,Men's Jr Petite,,5,LBRA,06:58.6,,,,,,,,,
1996,,,Men's Jr Petite,,6,Osnabruck,07:06.2,,,,,,,,,
1996,,,Men's Jr 3 Final,,1,Newport AC,06:45.6,,,,,,,,,
1996,,,Men's Jr 3 Final,,2,SDRC A,06:53.1,,,,,,,,,
1996,,,Men's Jr 3 Final,,3,Serra/ND,06:59.0,,,,,,,,,
1996,,,Men's Jr 3 Final,,4,Victoria City,07:00.1,,,,,,,,,
1996,,,Men's Jr 3 Final,,5,Pacific,07:00.7,,,,,,,,,
1996,,,Women's Jr Petite,,1,Marin RA,07:22.6,,,,,,,,,
1996,,,Women's Jr Petite,,2,Berkely HS,07:28.6,,,,,,,,,
1996,,,Women's Jr Petite,,3,ZLAC,07:32.1,,,,,,,,,
1996,,,Women's Jr Petite,,4,LBRA,07:40.8,,,,,,,,,
1996,,,Women's Jr Petite,,5,Newport AC,07:40.9,,,,,,,,,
1996,,,Women's Jr Petite,,6,Oakland Strokes,07:50.1,,,,,,,,,
1996,,,Women's Jr. 3 Final,,1,Oregon Rowing,07:30.5,,,,,,,,,
1996,,,Women's Jr. 3 Final,,2,Pacific RC,07:45.5,,,,,,,,,
1996,,,Women's Jr. 3 Final,,3,Osnabruck,07:48.0,,,,,,,,,
1996,,,Women's Jr. 3 Final,,4,Shawnigan,07:53.3,,,,,,,,,
1996,,,Women's Jr. 3 Final,,5,SDRC,07:55.3,,,,,,,,,
1996,,,Women's Jr. 3 Final,,6,Sag/St. Anthony,07:59.2,,,,,,,,,
1996,,,Women's Junior JV Petite,,1,Marin,07:26.7,,,,,,,,,
