Year,Event #,Trophy,Event,Heat,Place,Boat,Time,Cox,Rower1,Rower2,Rower3,Rower4,Rower5,Rower6,Rower7,Rower8
1988,,,Women’s Masters 8+ (age 33 and over),,2,Conibear RC,08:06.7,,,,,,,,,
1988,,,Women’s Masters 8+ (age 33 and over),,3,Martha’s Moms,08:06.9,,,,,,,,,
1988,,,Women’s Masters 8+ (age 33 and over),,4,ZLAC,08:15.7,,,,,,,,,
1988,,,Women’s Masters 8+ (age 33 and over),,5,Marin RA B,08:30.1,,,,,,,,,
1988,,,Women’s Masters 8+ (age 33 and over),,6,Conibear RC,08:41.5,,,,,,,,,
1988,,,Womens Junior 8+,,1,Berkeley HS,07:28.2,,,,,,,,,
1988,,,Womens Junior 8+,,2,Green Lake RA,07:34.4,,,,,,,,,
1988,,,Womens Junior 8+,,3,Pacific RC,07:39.0,,,,,,,,,
1988,,,Womens Junior 8+,,4,Oakland Strokes,07:53.2,,,,,,,,,
1988,,,Womens Junior 8+,,5,Osnabruck HS,08:00.8,,,,,,,,,
1988,,,Womens Junior 8+,,6,Marin RA,08:10.2,,,,,,,,,
1988,,,Women’s Open 4+,,1,Rowing British Columbia,07:21.3,,,,,,,,,
1988,,,Women’s Open 4+,,2,Seattle TC A,07:24.3,,,,,,,,,
1988,,,Women’s Open 4+,,3,Seattle TC B,07:26.4,,,,,,,,,
1988,,,Women’s Open 4+,,4,Boston RC A,07:27.7,,,,,,,,,
1988,,,Women’s Open 4+,,5,Boston RC B,07:32.5,,,,,,,,,
1988,,,Women’s Open 4+,,6,Lake Washingotn RC,07:44.7,,,,,,,,,
1989,,,Copley Cup Men's Varsity 8+,,1,Pennsylvania ,06:04.0,Andrew Goldberg,Mark Welgarz,Jeff Pfanedler,Spencer Cutter,Mike Peterson,John Connors,Jon Anderson,Chapin Henry,Ed Pedicone
1989,,,Copley Cup Men's Varsity 8+,,2,Washington,06:04.6,,,,,,,,,
1989,,,Copley Cup Men's Varsity 8+,,3,Navy,06:08.7,,,,,,,,,
1989,,,Copley Cup Men's Varsity 8+,,4,Yale,06:12.9,,,,,,,,,
1989,,,Copley Cup Men's Varsity 8+,,5,Princeton,06:17.2,,,,,,,,,
1989,,,Copley Cup Men's Varsity 8+,,6,Wisconsin,06:18.9,,,,,,,,,
1989,,,Copley Cup Men's Varsity 8+,,7,Stanford,06:21.2,,,,,,,,,
1989,,,Copley Cup Men's Varsity 8+,,8,California,06:23.8,,,,,,,,,
1989,,,Copley Cup Men's Varsity 8+,,9,UC Davis,06:33.2,,,,,,,,,
1989,,,Copley Cup Men's Varsity 8+,,10,USC,06:40.5,,,,,,,,,
1989,,,California Cup Mens’s Varsity 8+,,1,San Diego,06:22.4,Brigid Sullivan,Chris McDonough,Dominique Sloh,Pat Hughes,John Sherzinger,Matt Blauvelt,Todd Macy,Keith Olsen,Rich Davis
1989,,,California Cup Mens’s Varsity 8+,,2,UC Santa Barbara,06:23.7,,,,,,,,,
1989,,,California Cup Mens’s Varsity 8+,,3,UC Irvine,06:27.7,,,,,,,,,
1989,,,California Cup Mens’s Varsity 8+,,4,Loyola Marymount,06:28.0,,,,,,,,,
1989,,,California Cup Mens’s Varsity 8+,,5,UC San Diego,06:36.1,,,,,,,,,
1989,,,California Cup Mens’s Varsity 8+,,6,San Diego State,06:46.0,,,,,,,,,
1989,,,Visitors Cum Men's Varsity 8+,,1,Purdue ,06:21.2,John D’Amico,Mark Maloney,Eric Grunole,Jim Spurgeon,Mark Sarros,Bryan Kercher,Hank Conrad,Chris Nickol,Craig Wiggington
1989,,,Visitors Cum Men's Varsity 8+,,2,Notre Dame,06:40.3,,,,,,,,,
1989,,,Visitors Cum Men's Varsity 8+,,3,Washingotn State,06:46.3,,,,,,,,,
1989,,,Visitors Cum Men's Varsity 8+,,4,Bucknell,06:49.5,,,,,,,,,
1989,,,Visitors Cum Men's Varsity 8+,,5,Texas,06:50.9,,,,,,,,,
1989,,,Visitors Cum Men's Varsity 8+,,6,Minnesota,07:00.1,,,,,,,,,
1989,,,California-Vistiors Cup Challange 8+ ,,1,Purdue,06:21.2,,,,,,,,,
1989,,,California-Vistiors Cup Challange 8+ ,,2,UC Santa Barbara,06:28.6,,,,,,,,,
1989,,,California-Vistiors Cup Challange 8+ ,,3,San Diego,06:28.7,,,,,,,,,
1989,,,California-Vistiors Cup Challange 8+ ,,4,UC Irvine,06:36.3,,,,,,,,,
1989,,,California-Vistiors Cup Challange 8+ ,,5,Notre Dame,06:38.0,,,,,,,,,
1989,,,California-Vistiors Cup Challange 8+ ,,6,Washington State,06:43.5,,,,,,,,,
1989,,,California-Vistiors Cup Challange 8+ ,,7,UC San Diego,06:48.7,,,,,,,,,
1989,,,California-Vistiors Cup Challange 8+ ,,8,San Diego State,06:53.4,,,,,,,,,
1989,,,California-Vistiors Cup Challange 8+ ,,9,Bucknell,06:59.1,,,,,,,,,
1989,,,California-Vistiors Cup Challange 8+ ,,10,Minnesota,07:08.2,,,,,,,,,
1989,,,California-Vistiors Cup Challange 8+ ,,11,Texas,07:09.1,,,,,,,,,
1989,,,Men's Junior Varisty 8+,,1,Pennsylvania ,06:24.0,Joe Keeley,Chris Boland,Chris Berl,Chris Overing,Rob Maier,Ransom Weaver,Buff Aureden,Hal Clark,Chris Ohl
1989,,,Men's Junior Varisty 8+,,2,Stanford,06:27.7,,,,,,,,,
1989,,,Men's Junior Varisty 8+,,3,Orange Coast,06:34.6,,,,,,,,,
1989,,,Men's Junior Varisty 8+,,4,Yale,06:36.1,,,,,,,,,
1989,,,Men's Junior Varisty 8+,,5,California,06:40.1,,,,,,,,,
1989,,,Men's Junior Varisty 8+,,6,Washington,07:14.5,,,,,,,,,
1989,,,Mens Freshman 8+,,1,Orange Coast,06:19.5,Todd Alexander,Tom Mitchell,Charlie Stewart,Ramsey Madsen,Jeff Lundwall,Ed Turner,Kyle Enger,Nate Collar,Eric Gillette
1989,,,Mens Freshman 8+,,2,Washington,06:21.9,,,,,,,,,
1989,,,Mens Freshman 8+,,3,California,06:37.9,,,,,,,,,
1989,,,Mens Freshman 8+,,4,UCLA,06:47.2,,,,,,,,,
1989,,,Mens Freshman 8+,,5,UC Santa Barbara,06:56.0,,,,,,,,,
1989,,,Mens Freshman 8+,,6,Stanford,06:58.6,,,,,,,,,
1989,,,Men's Lightweight 8+,,1,Yale ,06;21.4,Anderson Cooper,Andrew Kress,Cole Grissom,Mike Kruge,Patrick Perry,Todd Heinrich,Sean Bourke,Baynard Dominick,Chris Wray
1989,,,Men's Lightweight 8+,,2,Harvard,06:22.8,,,,,,,,,
1989,,,Men's Lightweight 8+,,3,UC Santa Barbara,06:45.4,,,,,,,,,
1989,,,Men's Lightweight 8+,,4,California,06:46.9,,,,,,,,,
1989,,,Men's Lightweight 8+,,5,Loyola Marymount,06:49.8,,,,,,,,,
1989,,,Men's Lightweight 8+,,6,Long Beach State,06:51.5,,,,,,,,,
1989,,,Men's Lightweight 8+,,7,San Diego State,"06:52,9",,,,,,,,,
1989,,,Men’s Junior Varsity Lightweight 8+,,1,Yale ,06:25.5,Joel Furtek,Frank Levy,Chris Dowd,John Poinier,Eric O’Hawley,Tom Lee,Chris DeVore,Robb Romp,Tom Aiken
1989,,,Men’s Junior Varsity Lightweight 8+,,2,Harvard,06;27.2,,,,,,,,,
1989,,,Men’s Junior Varsity Lightweight 8+,,3,UC Davis,06:54.9,,,,,,,,,
1989,,,Men’s Junior Varsity Lightweight 8+,,4,California,06:56.6,,,,,,,,,
1989,,,Men’s Junior Varsity Lightweight 8+,,5,UC San Diego,06:57.4,,,,,,,,,
1989,,,Men’s Open 8+,,1,British National Team,05:58.4,Garry Herbert,Peter Mulkerrins,Simon Berrisford,John Garrett,Gavin Stewart,Steve Turner,Nick Burfitt,John Singfield,Matthew Pinsent
1989,,,Men’s Open 8+,,2,California RC,06:06.4,,,,,,,,,
1989,,,Men’s Open 8+,,3,Oxford,06:09.0,,,,,,,,,
1989,,,Men’s Open 8+,,4,Victoria RC,06:09.7,,,,,,,,,
1989,,,Men’s Open 8+,,5,Just-A-Lite RC,06:13.4,,,,,,,,,
1989,,,Men's Club 8+,,1,Victoria RC,06:18.3,Bruce Boulter,Andy Crosby,Bruce Robertson,Ian Swan,Derek Porter,Dave Ruse,Darren Barber,Mike Stover,James Neill
1989,,,Men's Club 8+,,2,Vike Racing,06:23.0,,,,,,,,,
1989,,,Men's Club 8+,,3,Long Beach RA,06:32.7,,,,,,,,,
1989,,,Men's Club 8+,,4,California,06:38.9,,,,,,,,,
1989,,,Men's Club 8+,,5,California RC,06:39.8,,,,,,,,,
1989,,,Men's Club 8+,,6,Stanford,06:42.0,,,,,,,,,
1989,,,Men’s Open Lghtweight 8+,,1,Just-A-Lite RC ,06;29.7,Michael O’Gorman ,Mike Tuchen,Tom White,Mike Hard,Luke Nelson,John Irvine,Mike Morrison,Bill Bater,Tom Howle
1989,,,Men’s Open Lghtweight 8+,,2,Boston RC,06:35.2,,,,,,,,,
1989,,,Men’s Open Lghtweight 8+,,3,St. Catherines RC,06:46.9,,,,,,,,,
1989,,,Men’s Open Lghtweight 8+,,4,San Diego State Alumni,06:49.1,,,,,,,,,
1989,,,Men’s Open Lghtweight 8+,,5,Mission Bay RA,06:59.3,,,,,,,,,
1989,,,Men's Open Novice 8+,,1,Long Beach State ,06:30.4,Julie Breenlow,Ron Long,Roger Berney,Ken Wonge,Mark Sarber,Chuck Stender,Patrick Farrand,Robert Friedman,Don Casper
1989,,,Men's Open Novice 8+,,2,UCLA,06:33.8,,,,,,,,,
1989,,,Men's Open Novice 8+,,3,California,06:37.5,,,,,,,,,
1989,,,Men's Open Novice 8+,,4,Sacramento State,06:38.9,,,,,,,,,
1989,,,Men's Open Novice 8+,,5,San Diego State,06:43.8,,,,,,,,,
1989,,,Men's Open Novice 8+,,6,Stanford,06:47.6,,,,,,,,,
1989,,,Men's Junior 8+,,1,Green Lake RA ,06:36.8,Matt Knutzen,Lane Wright,Tony Sherrer,Hans Abramson,Sam Skirvan,Todd Smith,Ken Creighton,Bill Jackman,Tom McCollum
1989,,,Men's Junior 8+,,2,Brentwood,06:40.5,,,,,,,,,
1989,,,Men's Junior 8+,,3,Oakland Strokes,06:43.1,,,,,,,,,
1989,,,Men's Junior 8+,,4,Berkeley HS,06:46.5,,,,,,,,,
1989,,,Men's Junior 8+,,5,Long Beach RA,06:52.9,,,,,,,,,
1989,,,Men's Junior 8+,,6,Shawnigan,06:55.1,,,,,,,,,
1989,,,"Men’s Masters 8+ (age 27 and over, no time handicaps)",,1,Cincinnati RC,06:52.0,Lee Fielder,Tiff Wood,Don Miller,Jon Jablonic,John Creighton,Harry Graves,Chris Karssiens,Tom Dryer,Jack Cheesboro
1989,,,"Men’s Masters 8+ (age 27 and over, no time handicaps)",,2,San Diego State Alumni,06:56.0,,,,,,,,,
1989,,,"Men’s Masters 8+ (age 27 and over, no time handicaps)",,3,California RC,06:58.2,,,,,,,,,
1989,,,"Men’s Masters 8+ (age 27 and over, no time handicaps)",,4,Dirty Dozen RC,07:08.9,,,,,,,,,
1989,,,"Men’s Masters 8+ (age 27 and over, no time handicaps)",,5,Wisconsin ‘74,07:12.1,,,,,,,,,
1989,,,"Men’s Masters 8+ (age 27 and over, no time handicaps)",,6,Austin RC,07:16.7,,,,,,,,,
1989,,,"Men’s Masters 8+ (age 27 and over, no time handicaps)",,7,Station L RC,08:01.4,,,,,,,,,
1989,,,"Men’s Masters 8+ (age 37 and over, no time handicaps)",,1,New Haven RC ,06:50.4,James Segaloff ,Robert Wetmore,Norman Thetford,Richard Dyer,Gordon Kuster,Joseph Bragdon,Stephan Flagg,Edward Offchis,Baxter Walsh
1989,,,"Men’s Masters 8+ (age 37 and over, no time handicaps)",,2,Rocky Mountain RC,06:50.6,,,,,,,,,
1989,,,"Men’s Masters 8+ (age 37 and over, no time handicaps)",,3,Lake Washington RC,06:52.0,,,,,,,,,
1989,,,"Men’s Masters 8+ (age 37 and over, no time handicaps)",,4,Long Beach RA,06:59.2,,,,,,,,,
1989,,,"Men’s Masters 8+ (age 37 and over, no time handicaps)",,5,Marin,07:06.1,,,,,,,,,
1989,,,"Men’s Masters 8+ (age 37 and over, no time handicaps)",,6,Seattle RC,07:15.2,,,,,,,,,
1989,,,Whittier Cup Women's Varsity 8+,,1,Washington ,06:57.0,Stephanie Doyle ,Julie Rogers,Mary Iverson,Tina Helenius,Fritzi Grevstad,Christi VanDusen,Rachel Graham,Liz Cook,Stephanie Haines
1989,,,Whittier Cup Women's Varsity 8+,,2,Wisconsin,06:58.8,,,,,,,,,
1989,,,Whittier Cup Women's Varsity 8+,,3,California,06:59.0,,,,,,,,,
1989,,,Whittier Cup Women's Varsity 8+,,4,Yale,07:00.5,,,,,,,,,
1989,,,Whittier Cup Women's Varsity 8+,,5,UCLA,07:06.5,,,,,,,,,
1989,,,Whittier Cup Women's Varsity 8+,,6,Stanford,07:07.5,,,,,,,,,
1989,,,Whittier Cup Women's Varsity 8+,,7,Victoria,07:27.0,,,,,,,,,
1989,,,Whittier Cup Women's Varsity 8+,,8,UC Santa Barbara,07:31.8,,,,,,,,,
1989,,,Whittier Cup Women's Varsity 8+,,9,Trinity,07:35.5,,,,,,,,,
1989,,,Whittier Cup Women's Varsity 8+,,10,USC,07:37.2,,,,,,,,,
1989,,,Whittier Cup Women's Varsity 8+,,11,Smith,08:29.3,,,,,,,,,
1989,,,California Cup Women's Varsity 8+,,1,UC Davis ,07:28.9,Leanne Pratt-Concord,Michelle Whetter,Holly Raie,Marcel Porter,Katie Ring,Kelly Corbet,Kirstin Eng,Anastasia Adams,Jill Mariana
1989,,,California Cup Women's Varsity 8+,,2,Long Beach State,07:29.9,,,,,,,,,
1989,,,California Cup Women's Varsity 8+,,3,San Diego,07:29.9,,,,,,,,,
1989,,,California Cup Women's Varsity 8+,,4,UC San Diego,07:30.5,,,,,,,,,
1989,,,California Cup Women's Varsity 8+,,5,San Diego State,07:42.9,,,,,,,,,
1989,,,California Cup Women's Varsity 8+,,6,Mills,07:45.6,,,,,,,,,
1989,,,California Cup Women's Varsity 8+,,7,Sacramento State,07:49.6,,,,,,,,,
1989,,,Women’s Junior Varisity 8+,,1,Yale ,07:21.2,Lila Silverstein,Abby Crozier,Molly Kelly,Betsy Jubitz,Janis Powers,Stephanie Simon,Ellyssa Eror,Anna Swic,Beth Hackman
1989,,,Women’s Junior Varisity 8+,,2,Washington,07:26.3,,,,,,,,,
1989,,,Women’s Junior Varisity 8+,,3,UCLA,07:26.6,,,,,,,,,
1989,,,Women’s Junior Varisity 8+,,4,California,07:33.4,,,,,,,,,
1989,,,Women’s Junior Varisity 8+,,5,San Diego,08:11.8,,,,,,,,,
1989,,,Women’s Lightweight 8+,,1,Radcliff ,07:36.3,Jen Dodge,Martha Welch,Sarah Yeates,Jackie Saito,Hye-Jin Lim,Megan Jenks,Abbieann Sweeney,Jessica Deysach,Laura McGiffert
1989,,,Women’s Lightweight 8+,,2,British Columbia,07:39.1,,,,,,,,,
1989,,,Women’s Lightweight 8+,,3,UC Santa Barbara,07:44.2,,,,,,,,,
1989,,,Women’s Lightweight 8+,,4,Loyola Marymount,07:44.3,,,,,,,,,
1989,,,Women’s Lightweight 8+,,5,UC Davis,07:57.5,,,,,,,,,
1989,,,Women’s Lightweight 8+,,6,Smith,08:18.6,,,,,,,,,
1989,,,Women’s Lightweight 8+,,7,UC San Diego,08:24.9,,,,,,,,,
1989,,,Women’s Novice Lightweight 8+,,1,UC Santa Barbara,08:03.8,Christina Stellina ,Julie Mitchell,Melinda Clark,Abbie Tovar,Wendy Veder,Kim Maney,Lynette Morris,Laura Brink,Jennifer Bourne
1989,,,Women’s Novice Lightweight 8+,,2,Santa Clara,08:08.5,,,,,,,,,
1989,,,Women’s Novice Lightweight 8+,,3,Loyola Marymount,08:18.5,,,,,,,,,
1989,,,Women’s Novice Lightweight 8+,,4,UC San Diego,08:19.7,,,,,,,,,
1989,,,Women’s Novice Lightweight 8+,,5,San Diego State,08:35.3,,,,,,,,,
1989,,,Women's Novice 8+,,1,California,07:23.9,Lisa Park,Christi Amick,Tara Scott,Laurel Lynch,Shelia Conover,Jenny Bagnell,Stephanie Lovell,Ashley Andeen,Alisa Tocchine
1989,,,Women's Novice 8+,,2,Washington,07:29.2,,,,,,,,,
1989,,,Women's Novice 8+,,3,Stanford,07:38.4,,,,,,,,,
1989,,,Women's Novice 8+,,4,UCLA,07:48.2,,,,,,,,,
1989,,,Women's Novice 8+,,5,USC,07:48.2,,,,,,,,,
1989,,,Women's Novice 8+,,6,Washington State,07:52.6,,,,,,,,,
1989,,,Women's Open Lightweight 8+,,1,Boston RC ,07:31.7,Rebecca Millman,Debbie Vernes,Mary Howard,Ellen Minzner,Mary O’Brien,Molly Brostrom,Amber Selke,Stacy Bartos,Debie Lofborrow
1989,,,Women's Open Lightweight 8+,,2,Newport AC,07:54.1,,,,,,,,,
1989,,,Women's Open Lightweight 8+,,3,UC Davis,08:04.5,,,,,,,,,
1989,,,Women's Open Novice 8+,,1,California ,07:33.4,Jennifer Horsman,Amelia Rausser,Susan Cho,Shannon Day,Jennifer McMillan,Ellen Mapstone,Julie Zamtke,Heather Lukes,Jennifer Hopgood
1989,,,Women's Open Novice 8+,,2,Stanford,07:39.7,,,,,,,,,
1989,,,Women's Open Novice 8+,,3,Mills,07:56.9,,,,,,,,,
1989,,,Women's Open Novice 8+,,4,UCLA,07:57.4,,,,,,,,,
1989,,,Women's Open Novice 8+,,5,Santa Clara,07:59.1,,,,,,,,,
1989,,,Women's Open Novice 8+,,6,UC San Diego,08:02.8,,,,,,,,,
1989,,,Women's Club 8+,,1,Victoria RC,07:05.8,Laura Street,Kelly Mahon,Julie Jesperson,Tina Clarke,Kristen Barnes,Jan Price,Paula Hale,Helena Matson,Shelly Cox
1989,,,Women's Club 8+,,2,Burnaby Lake,07:08.2,,,,,,,,,
1989,,,Women's Club 8+,,3,British Columbia/Victoria RC,07:13.9,,,,,,,,,
1989,,,Women's Club 8+,,4,Golden Bears,07:18.0,,,,,,,,,
1989,,,Women's Club 8+,,5,Esophobic RC,07:44.8,,,,,,,,,
1989,,,Women's Club 8+,,6,UCLA,08:00.3,,,,,,,,,
1989,,,Women’s Masters 8+ (age 27 and over),,1,Long Beach RA ,08:00.3,Abby Stashower,Joan Lind-Van Blom,Monica Havelka,Cindy Bater,Ingrid Klich,Marie Hagelstein,Joan Pendelton,Winnie Rich,Jill Cooper
1989,,,Women’s Masters 8+ (age 27 and over),,2,Austin RC,08:02.9,,,,,,,,,
1989,,,Women’s Masters 8+ (age 33 and over),,1,Seattle YC ,08:11.0,Rachel LeMieux,Laurel Case,Mari Jalbina,Mischelle Day,Ellie Austin,Jane Baldwin,Carlene Striker,Gretchen Boe,Cathy Loeffler
1989,,,Women’s Masters 8+ (age 33 and over),,2,ZLAC,08:11.2,,,,,,,,,
1989,,,Women’s Masters 8+ (age 33 and over),,3,Marin RA A,08:15.9,,,,,,,,,
1989,,,Women’s Masters 8+ (age 33 and over),,4,Conibear,08:18.1,,,,,,,,,
1989,,,Women’s Masters 8+ (age 33 and over),,5,Marin RC B,08:24.3,,,,,,,,,
1989,,,Women’s Junior 8+,,1,Berkeley HS,07:40.9,Alia Ibrahim,Rebbeca Gettleman,Tora Rayder,Kim Holzrichter,Liza Miller,Rachel Robison,Jessica Berry,LaBriece Roddy,Catherine Buchanan
1989,,,Women’s Junior 8+,,2,Green Lake RA,07:47.1,,,,,,,,,
1989,,,Women’s Junior 8+,,3,Marin RA A,07:56.3,,,,,,,,,
1989,,,Women’s Junior 8+,,4,Oakland Strokes,08:01.2,,,,,,,,,
1989,,,Women’s Junior 8+,,5,Long Beach RA,08:03.3,,,,,,,,,
1989,,,Women’s Junior 8+,,6,Marin RA B,08:23.2,,,,,,,,,
1990,,,Copley Cup Men’s Varsity 8+ ,,1,Washington,06:11.5,,,,,,,,,
1990,,,Copley Cup Men’s Varsity 8+ ,,2,Harvard ,06:12.5,,,,,,,,,
1990,,,Copley Cup Men’s Varsity 8+ ,,3,Navy,06:17.4,,,,,,,,,
1990,,,Copley Cup Men’s Varsity 8+ ,,4,Wisconsin,06:17.6,,,,,,,,,
1990,,,Copley Cup Men’s Varsity 8+ ,,5,UCLA,06:19.4,,,,,,,,,
1990,,,Copley Cup Men’s Varsity 8+ ,,6,Syrcause,06:32.4,,,,,,,,,
1990,,,Copley Cup Men’s Varsity 8+ ,,7,California,06:23.1,,,,,,,,,
1990,,,Copley Cup Men’s Varsity 8+ ,,8,Temple,06:27.1,,,,,,,,,
1990,,,Copley Cup Men’s Varsity 8+ ,,9,Stanford,06:33.9,,,,,,,,,
1990,,,Copley Cup Men’s Varsity 8+ ,,10,Florida IT,06:36.2,,,,,,,,,
1990,,,Copley Cup Men’s Varsity 8+ ,,11,San Diego,06:44.0,,,,,,,,,
1990,,,Copley Cup Men’s Varsity 8+ ,,12,Purdue,06:50.9,,,,,,,,,
1990,,,California Cup Men’s Varsity 8+,,1,Long Beach State ,06:22.0,Kris Thielen,Tom O’Toole,Patrick Farrand,Ron Long,Bernard Welsch,Chuck Stender,Ken Wong,Robert Friedman,Blair Biddle
1990,,,California Cup Men’s Varsity 8+,,2,UC Santa Barbara,06:23.8,,,,,,,,,
1990,,,California Cup Men’s Varsity 8+,,3,UC Davis,06:25.9,,,,,,,,,
1990,,,California Cup Men’s Varsity 8+,,4,San Diego State,06:28.8,,,,,,,,,
1990,,,California Cup Men’s Varsity 8+,,5,UC San Diego,06:30.7,,,,,,,,,
1990,,,California Cup Men’s Varsity 8+,,6,Cal Poly,06:33.7,,,,,,,,,
1990,,,Visitor’s Cup Men’s Varsity 8+,,1,Coast Guard ,06:20.4,Bryan Gavini,Chuck Diorie,Whit Davis,Andy Grenier,Dave Murk,Doug Hutchison,Greg Kruczynski,Greg Hobbs,Mark Kavanaugh
1990,,,Visitor’s Cup Men’s Varsity 8+,,2,Williams,06:25.4,,,,,,,,,
1990,,,Visitor’s Cup Men’s Varsity 8+,,3,Kansas State,06:38.6,,,,,,,,,
1990,,,Visitor’s Cup Men’s Varsity 8+,,4,Notre Dame,06:41.2,,,,,,,,,
1990,,,Visitor’s Cup Men’s Varsity 8+,,5,Washington State,06:43.7,,,,,,,,,
1990,,,Visitor’s Cup Men’s Varsity 8+,,6,Michigan State,06:50.0,,,,,,,,,
1990,,,California-Vistiors Cup Challange ,,1,Coast Guard,06:45.7,,,,,,,,,
1990,,,California-Vistiors Cup Challange ,,2,Long Beach State,06:52.3,,,,,,,,,
1990,,,California-Vistiors Cup Challange ,,3,Williams,06:55.4,,,,,,,,,
1990,,,California-Vistiors Cup Challange ,,4,UC Santa Barbara,06:57.0,,,,,,,,,
1990,,,California-Vistiors Cup Challange ,,5,UC Davis,07:04.6,,,,,,,,,
1990,,,California-Vistiors Cup Challange ,,6,Kansas State,07:13.6,,,,,,,,,
1990,,,California-Vistiors Cup Challange ,,7,San Diego State,06:41.4,,,,,,,,,
1990,,,California-Vistiors Cup Challange ,,8,Cal Poly,06:45.4,,,,,,,,,
1990,,,California-Vistiors Cup Challange ,,9,UC San Diego,06:49.3,,,,,,,,,
1990,,,California-Vistiors Cup Challange ,,10,Washington State,06:54.6,,,,,,,,,
1990,,,California-Vistiors Cup Challange ,,11,Notre Dame,06:57.5,,,,,,,,,
1990,,,California-Vistiors Cup Challange ,,12,Michigan State,06:58.6,,,,,,,,,
1990,,Third Final,California-Vistiors Cup Challange ,,13,UC Irvine,06:41.0,,,,,,,,,
1990,,Third Final,California-Vistiors Cup Challange ,,14,Loyola Marymount,06:43.6,,,,,,,,,
1990,,Third Final,California-Vistiors Cup Challange ,,15,Santa Clara,06:48.6,,,,,,,,,
1990,,Third Final,California-Vistiors Cup Challange ,,16,Sacramento State,06:49.9,,,,,,,,,
1990,,Third Final,California-Vistiors Cup Challange ,,17,Brandeis,07:28.0,,,,,,,,,
1990,,,Men’sJunior Varsity 8+,,1,Harvard ,06:16.0,Andrew Jetton ,Ty Bennion,Doug MacLaren,Chris Swan,Greg Osgood,Snorre Lorgen,Norman Bellingham,Ulrich Baer,Scott Corroon
1990,,,Men’sJunior Varsity 8+,,2,California,06:18.4,,,,,,,,,
1990,,,Men’sJunior Varsity 8+,,3,Orange Coast,06:22.1,,,,,,,,,
1990,,,Men’sJunior Varsity 8+,,4,Washington,06:23.7,,,,,,,,,
1990,,,Men’sJunior Varsity 8+,,5,Stanford,06:26.5,,,,,,,,,
1990,,,Men’sJunior Varsity 8+,,6,UCLA,06:26.6,,,,,,,,,
1990,,,Men’s Freshmen 8+,,1,UCLA ,06:38.1,Rusian Polinovsky ,Chris Lee,Matthew Cooper,Jeff Tuttle,Bret Casady,Kyle Lobrache,Stephen Years,Stephen Herold,Jeff Slyke
1990,,,Men’s Freshmen 8+,,2,Stanford,06:40.3,,,,,,,,,
1990,,,Men’s Freshmen 8+,,3,Washington,06:41.1,,,,,,,,,
1990,,,Men’s Freshmen 8+,,4,California,06:41.6,,,,,,,,,
1990,,,Men’s Freshmen 8+,,5,Orange Coast,06:44.5,,,,,,,,,
1990,,,Men’s Freshmen 8+,,6,Loyola Marymount,07:06.3,,,,,,,,,
1990,,,Men's Lightweight 8+,,1,Yale ,06:37.7,Joel Furtek ,Todd Henrich,Cole Grissom,Baynard Dominick,Chris DeVore,Tote Smith,Jeff Sherman,Tom Lee,Eric Ottaway
1990,,,Men's Lightweight 8+,,2,Rutgers,06:43.9,,,,,,,,,
1990,,,Men's Lightweight 8+,,3,UC Santa Barbara,06:46.1,,,,,,,,,
1990,,,Men's Lightweight 8+,,4,Columbia,06:50.8,,,,,,,,,
1990,,,Men's Lightweight 8+,,5,California,06:52.9,,,,,,,,,
1990,,,Men's Lightweight 8+,,6,Santa Clara,06:55.4,,,,,,,,,
1990,,,Men’s Junior Varsity Lightweight 8+,,1,Yale ,06:20.9,Andrew Card ,Robb Romp,Bill McSwain,Mark Skirgaudas,Brison Bickerton,Bryan Evans,Alex Seldomridge,Jamie Workman,Kevin Traskos
1990,,,Men’s Junior Varsity Lightweight 8+,,2,California,06:33.2,,,,,,,,,
1990,,,Men’s Junior Varsity Lightweight 8+,,3,San Diego State,07:01.0,,,,,,,,,
1990,,,Men’s Novice Lightweight 8+,,1,California ,06:31.6,Abraham Kim ,Brent Baxter,Paul Griffin,Daniel Stucker,Alex Parker,Frederic Hewitt,Darren Janger,Jospeth Labrie,Nick Dobrilovic
1990,,,Men’s Novice Lightweight 8+,,2,UC Davis,06:44.5,,,,,,,,,
1990,,,Men’s Novice Lightweight 8+,,3,Cal Poly,06:53.6,,,,,,,,,
1990,,,Men’s Novice Lightweight 8+,,4,Santa Clara,07:07.5,,,,,,,,,
1990,,,Men’s Novice 8+,,1,UC Santa Barbara ,06:38.5,Kurstein Graham,Sean Toner,Derek Lee,Alan Hodge,Justin Ulrich,Sasha Paegle,John Stevenson,Chris Sherman,Robert Van Diik
1990,,,Men’s Novice 8+,,2,Sacramento State,06:46.2,,,,,,,,,
1990,,,Men’s Novice 8+,,3,Stanford,06:48.1,,,,,,,,,
1990,,,Men’s Novice 8+,,4,Orange Coast,06:48.7,,,,,,,,,
1990,,,Men’s Novice 8+,,5,UCLA,06:50.1,,,,,,,,,
1990,,,Men’s Novice 8+,,6,California,06:56.6,,,,,,,,,
1990,,,Men’s World Cup 1x,,1,"Vaclav Chalupa, Czech",07:24.5,,,,,,,,,
1990,,,Men’s World Cup 1x,,2,"Christian Haendle, W. Ger",07:27.5,,,,,,,,,
1990,,,Men’s World Cup 1x,,3,"Yuri Yanson, USSR",07:30.1,,,,,,,,,
1990,,,Men’s World Cup 1x,,4,"Thomas Musyl, Aus",07:33.7,,,,,,,,,
